image channels: 3
Y: 100
X 100
Pixel value: 
[0 , 0][116 134 225],
[51 , 72][107 102 217],
[51 , 73][106 101 216],
[51 , 74][96 90 205],
[51 , 75][92 75 182],
[51 , 76][116 105 210],
[51 , 77][102 102 204],
[51 , 78][98 97 204],
[51 , 79][102 99 208],
[51 , 80][109 105 214],
[51 , 81][104 104 217],
[51 , 82][103 104 218],
[51 , 83][102 103 217],
[51 , 84][102 101 220],
[51 , 85][102 100 224],
[51 , 86][105 102 226],
[51 , 87][102 107 224],
[51 , 88][99 110 222],
[51 , 89][100 111 223],
[51 , 90][100 111 223],
[51 , 91][98 109 221],
[51 , 92][100 111 223],
[51 , 93][100 111 223],
[51 , 94][99 110 222],
[51 , 95][99 110 222],
[51 , 96][99 110 222],
[51 , 97][98 106 227],
[51 , 98][96 104 226],
[51 , 99][95 103 224],


[52 , 0][96 99 207],
[52 , 1][96 99 207],
[52 , 2][96 99 207],
[52 , 3][94 97 205],
[52 , 4][93 96 204],
[52 , 5][93 96 204],
[52 , 6][97 95 204],
[52 , 7][98 95 204],
[52 , 8][98 95 204],
[52 , 9][100 92 205],
[52 , 10][93 78 198],
[52 , 11][128 126 206],
[52 , 12][180 194 229],
[52 , 13][174 187 225],
[52 , 14][173 186 225],
[52 , 15][168 180 217],
[52 , 16][188 197 230],
[52 , 17][189 198 231],
[52 , 18][186 195 228],
[52 , 19][178 187 220],
[52 , 20][182 192 224],
[52 , 21][187 196 229],
[52 , 22][185 192 230],
[52 , 23][175 182 221],
[52 , 24][172 179 219],
[52 , 25][171 181 228],
[52 , 26][165 174 222],
[52 , 27][156 166 213],
[52 , 28][158 167 216],
[52 , 29][151 158 215],
[52 , 30][143 146 212],
[52 , 31][132 142 214],
[52 , 32][141 148 221],
[52 , 33][137 136 212],
[52 , 34][139 111 179],
[52 , 35][100 48 109],
[52 , 36][95 46 110],
[52 , 37][95 41 93],
[52 , 38][112 60 106],
[52 , 39][133 100 157],
[52 , 40][123 104 163],
[52 , 41][153 145 194],
[52 , 42][156 168 215],
[52 , 43][151 170 215],
[52 , 44][167 164 213],
[52 , 45][173 171 219],
[52 , 46][169 168 217],
[52 , 47][110 109 187],
[52 , 48][100 94 191],
[52 , 49][108 94 205],
[52 , 50][64 22 114],
[52 , 51][67 25 108],
[52 , 52][92 52 125],
[52 , 53][139 125 193],
[52 , 54][109 103 198],
[52 , 55][121 122 220],
[52 , 56][143 150 231],
[52 , 57][147 154 233],
[52 , 58][146 153 232],
[52 , 59][141 150 231],
[52 , 60][132 142 230],
[52 , 61][126 133 230],
[52 , 62][124 124 231],
[52 , 63][126 123 232],
[52 , 64][124 121 230],
[52 , 65][121 119 230],
[52 , 66][113 114 229],
[52 , 67][100 101 215],
[52 , 68][69 70 184],
[52 , 69][98 100 213],
[52 , 70][105 106 220],
[52 , 71][107 107 221],
[52 , 72][111 106 221],
[52 , 73][112 107 222],
[52 , 74][107 101 215],
[52 , 75][105 88 194],
[52 , 76][116 106 210],
[52 , 77][107 107 209],
[52 , 78][106 104 211],
[52 , 79][110 106 216],
[52 , 80][108 105 214],
[52 , 81][107 107 219],
[52 , 82][106 107 221],
[52 , 83][102 103 217],
[52 , 84][102 101 220],
[52 , 85][102 100 223],
[52 , 86][102 99 223],
[52 , 87][99 104 221],
[52 , 88][97 108 220],
[52 , 89][98 109 221],
[52 , 90][98 109 221],
[52 , 91][98 109 221],
[52 , 92][100 111 223],
[52 , 93][101 112 224],
[52 , 94][101 112 224],
[52 , 95][101 112 224],
[52 , 96][101 112 224],
[52 , 97][98 106 227],
[52 , 98][98 106 227],
[52 , 99][98 106 227],


[53 , 0][99 97 206],
[53 , 1][98 97 206],
[53 , 2][97 96 205],
[53 , 3][93 95 203],
[53 , 4][92 95 203],
[53 , 5][93 96 204],
[53 , 6][97 95 204],
[53 , 7][98 95 204],
[53 , 8][97 94 203],
[53 , 9][102 95 204],
[53 , 10][102 92 198],
[53 , 11][91 87 178],
[53 , 12][155 158 218],
[53 , 13][180 190 225],
[53 , 14][173 184 214],
[53 , 15][174 182 221],
[53 , 16][192 203 231],
[53 , 17][189 199 228],
[53 , 18][183 193 223],
[53 , 19][183 192 225],
[53 , 20][184 193 226],
[53 , 21][185 194 227],
[53 , 22][186 194 229],
[53 , 23][177 185 220],
[53 , 24][178 187 221],
[53 , 25][175 190 223],
[53 , 26][172 185 223],
[53 , 27][160 170 216],
[53 , 28][164 173 224],
[53 , 29][159 166 220],
[53 , 30][145 152 208],
[53 , 31][145 147 214],
[53 , 32][140 149 218],
[53 , 33][141 139 209],
[53 , 34][125 93 166],
[53 , 35][89 33 102],
[53 , 36][78 21 77],
[53 , 37][61 33 90],
[53 , 38][121 113 176],
[53 , 39][131 129 187],
[53 , 40][164 168 222],
[53 , 41][160 168 215],
[53 , 42][160 173 220],
[53 , 43][161 177 221],
[53 , 44][161 174 215],
[53 , 45][158 167 221],
[53 , 46][141 144 213],
[53 , 47][116 110 204],
[53 , 48][92 83 188],
[53 , 49][116 103 214],
[53 , 50][66 32 117],
[53 , 51][145 110 164],
[53 , 52][187 174 212],
[53 , 53][178 182 232],
[53 , 54][111 107 196],
[53 , 55][135 131 224],
[53 , 56][142 147 229],
[53 , 57][146 152 235],
[53 , 58][144 150 232],
[53 , 59][138 145 233],
[53 , 60][131 139 234],
[53 , 61][126 132 230],
[53 , 62][126 129 229],
[53 , 63][128 128 229],
[53 , 64][126 126 227],
[53 , 65][123 124 226],
[53 , 66][115 118 227],
[53 , 67][104 105 220],
[53 , 68][68 66 191],
[53 , 69][85 80 212],
[53 , 70][96 93 218],
[53 , 71][101 101 219],
[53 , 72][111 105 223],
[53 , 73][117 113 225],
[53 , 74][115 113 219],
[53 , 75][108 104 207],
[53 , 76][113 110 213],
[53 , 77][111 110 212],
[53 , 78][109 107 215],
[53 , 79][112 108 218],
[53 , 80][111 108 217],
[53 , 81][107 108 218],
[53 , 82][106 108 218],
[53 , 83][105 107 217],
[53 , 84][104 105 218],
[53 , 85][102 101 218],
[53 , 86][100 99 215],
[53 , 87][96 102 216],
[53 , 88][94 105 217],
[53 , 89][96 107 219],
[53 , 90][97 107 221],
[53 , 91][97 105 224],
[53 , 92][98 107 226],
[53 , 93][100 109 226],
[53 , 94][101 112 224],
[53 , 95][102 113 225],
[53 , 96][103 114 226],
[53 , 97][100 110 225],
[53 , 98][100 110 225],
[53 , 99][100 110 225],


[54 , 0][102 99 208],
[54 , 1][101 98 207],
[54 , 2][98 95 204],
[54 , 3][94 96 204],
[54 , 4][93 96 204],
[54 , 5][93 96 204],
[54 , 6][96 94 203],
[54 , 7][97 94 203],
[54 , 8][98 96 205],
[54 , 9][104 97 206],
[54 , 10][107 97 201],
[54 , 11][96 90 187],
[54 , 12][103 99 181],
[54 , 13][174 178 227],
[54 , 14][179 190 218],
[54 , 15][184 192 228],
[54 , 16][193 204 230],
[54 , 17][187 198 224],
[54 , 18][184 195 223],
[54 , 19][185 194 228],
[54 , 20][186 195 228],
[54 , 21][186 195 228],
[54 , 22][181 190 223],
[54 , 23][180 189 222],
[54 , 24][180 189 222],
[54 , 25][174 190 218],
[54 , 26][173 187 223],
[54 , 27][165 176 222],
[54 , 28][153 162 214],
[54 , 29][157 165 218],
[54 , 30][151 159 211],
[54 , 31][156 155 219],
[54 , 32][141 151 218],
[54 , 33][147 143 213],
[54 , 34][118 85 154],
[54 , 35][68 14 79],
[54 , 36][61 11 69],
[54 , 37][110 101 162],
[54 , 38][121 131 195],
[54 , 39][160 171 222],
[54 , 40][174 185 231],
[54 , 41][158 168 215],
[54 , 42][160 169 217],
[54 , 43][152 162 208],
[54 , 44][146 156 204],
[54 , 45][138 142 208],
[54 , 46][138 135 219],
[54 , 47][134 128 223],
[54 , 48][69 61 164],
[54 , 49][84 72 183],
[54 , 50][44 18 109],
[54 , 51][98 68 128],
[54 , 52][183 178 233],
[54 , 53][160 163 236],
[54 , 54][132 128 217],
[54 , 55][141 136 225],
[54 , 56][143 145 234],
[54 , 57][142 145 237],
[54 , 58][136 139 230],
[54 , 59][131 134 233],
[54 , 60][126 130 236],
[54 , 61][118 123 227],
[54 , 62][121 123 227],
[54 , 63][125 123 228],
[54 , 64][126 124 229],
[54 , 65][124 124 229],
[54 , 66][116 119 227],
[54 , 67][108 108 224],
[54 , 68][79 76 204],
[54 , 69][84 77 215],
[54 , 70][92 88 217],
[54 , 71][95 94 214],
[54 , 72][111 107 221],
[54 , 73][129 127 232],
[54 , 74][125 126 222],
[54 , 75][118 118 220],
[54 , 76][122 121 224],
[54 , 77][115 114 217],
[54 , 78][111 109 216],
[54 , 79][109 106 216],
[54 , 80][110 107 216],
[54 , 81][108 109 217],
[54 , 82][107 110 217],
[54 , 83][108 111 219],
[54 , 84][106 108 219],
[54 , 85][104 104 219],
[54 , 86][102 102 216],
[54 , 87][97 103 216],
[54 , 88][94 105 217],
[54 , 89][93 104 216],
[54 , 90][93 103 217],
[54 , 91][93 101 222],
[54 , 92][96 104 225],
[54 , 93][98 107 225],
[54 , 94][101 112 224],
[54 , 95][103 114 225],
[54 , 96][103 114 226],
[54 , 97][102 113 225],
[54 , 98][101 112 224],
[54 , 99][101 112 224],


[55 , 0][98 95 204],
[55 , 1][98 95 204],
[55 , 2][98 95 204],
[55 , 3][94 96 204],
[55 , 4][93 96 204],
[55 , 5][93 96 204],
[55 , 6][94 93 202],
[55 , 7][95 92 201],
[55 , 8][97 95 203],
[55 , 9][102 93 208],
[55 , 10][106 92 209],
[55 , 11][103 93 199],
[55 , 12][86 75 175],
[55 , 13][123 119 188],
[55 , 14][184 194 226],
[55 , 15][193 203 234],
[55 , 16][192 203 230],
[55 , 17][187 198 225],
[55 , 18][186 197 226],
[55 , 19][184 193 226],
[55 , 20][189 198 231],
[55 , 21][189 198 232],
[55 , 22][185 194 227],
[55 , 23][185 194 228],
[55 , 24][180 190 222],
[55 , 25][174 190 218],
[55 , 26][176 190 226],
[55 , 27][163 173 219],
[55 , 28][153 161 213],
[55 , 29][158 167 220],
[55 , 30][156 165 217],
[55 , 31][153 152 217],
[55 , 32][140 150 217],
[55 , 33][136 133 203],
[55 , 34][107 73 133],
[55 , 35][67 16 71],
[55 , 36][117 81 146],
[55 , 37][134 134 196],
[55 , 38][157 166 218],
[55 , 39][175 187 228],
[55 , 40][166 179 216],
[55 , 41][156 166 213],
[55 , 42][144 154 201],
[55 , 43][141 150 198],
[55 , 44][146 152 209],
[55 , 45][134 134 209],
[55 , 46][138 132 225],
[55 , 47][145 139 235],
[55 , 48][81 72 176],
[55 , 49][68 55 168],
[55 , 50][82 59 163],
[55 , 51][46 17 102],
[55 , 52][86 75 173],
[55 , 53][114 106 220],
[55 , 54][134 130 217],
[55 , 55][137 134 218],
[55 , 56][130 128 228],
[55 , 57][127 127 228],
[55 , 58][126 125 225],
[55 , 59][115 115 223],
[55 , 60][108 109 225],
[55 , 61][102 103 218],
[55 , 62][100 98 213],
[55 , 63][111 105 220],
[55 , 64][120 114 230],
[55 , 65][119 116 229],
[55 , 66][111 115 222],
[55 , 67][106 107 223],
[55 , 68][85 81 209],
[55 , 69][87 80 219],
[55 , 70][89 86 214],
[55 , 71][95 94 212],
[55 , 72][114 113 218],
[55 , 73][135 136 231],
[55 , 74][136 140 227],
[55 , 75][127 126 228],
[55 , 76][124 123 227],
[55 , 77][113 112 215],
[55 , 78][110 107 215],
[55 , 79][109 105 215],
[55 , 80][113 109 218],
[55 , 81][112 114 222],
[55 , 82][111 115 223],
[55 , 83][113 116 223],
[55 , 84][109 111 222],
[55 , 85][109 110 224],
[55 , 86][106 106 220],
[55 , 87][99 105 218],
[55 , 88][92 105 217],
[55 , 89][93 105 217],
[55 , 90][93 104 219],
[55 , 91][94 102 223],
[55 , 92][94 102 223],
[55 , 93][94 103 221],
[55 , 94][97 108 220],
[55 , 95][101 112 224],
[55 , 96][101 112 224],
[55 , 97][104 115 227],
[55 , 98][103 114 226],
[55 , 99][101 112 224],


[56 , 0][98 95 204],
[56 , 1][98 95 204],
[56 , 2][98 95 204],
[56 , 3][94 96 204],
[56 , 4][93 96 204],
[56 , 5][93 96 204],
[56 , 6][91 92 204],
[56 , 7][91 91 204],
[56 , 8][94 94 207],
[56 , 9][96 93 206],
[56 , 10][99 92 203],
[56 , 11][96 91 200],
[56 , 12][91 85 191],
[56 , 13][79 71 167],
[56 , 14][138 136 192],
[56 , 15][213 220 242],
[56 , 16][195 204 236],
[56 , 17][191 203 227],
[56 , 18][193 205 227],
[56 , 19][185 195 224],
[56 , 20][188 199 227],
[56 , 21][187 198 226],
[56 , 22][184 195 223],
[56 , 23][186 196 225],
[56 , 24][182 192 221],
[56 , 25][180 189 225],
[56 , 26][178 187 225],
[56 , 27][163 171 212],
[56 , 28][169 176 218],
[56 , 29][162 168 214],
[56 , 30][162 166 218],
[56 , 31][160 158 224],
[56 , 32][145 145 214],
[56 , 33][136 134 204],
[56 , 34][70 46 109],
[56 , 35][102 71 127],
[56 , 36][141 137 195],
[56 , 37][145 157 210],
[56 , 38][172 182 228],
[56 , 39][162 173 218],
[56 , 40][159 171 211],
[56 , 41][150 163 201],
[56 , 42][147 158 201],
[56 , 43][149 157 216],
[56 , 44][133 137 220],
[56 , 45][131 134 221],
[56 , 46][142 143 233],
[56 , 47][156 152 237],
[56 , 48][125 119 211],
[56 , 49][63 54 156],
[56 , 50][102 92 205],
[56 , 51][91 80 191],
[56 , 52][77 69 185],
[56 , 53][92 83 208],
[56 , 54][101 94 209],
[56 , 55][107 100 214],
[56 , 56][111 107 220],
[56 , 57][114 111 222],
[56 , 58][115 111 221],
[56 , 59][106 101 218],
[56 , 60][98 91 215],
[56 , 61][90 84 207],
[56 , 62][94 87 209],
[56 , 63][97 86 218],
[56 , 64][109 99 228],
[56 , 65][119 116 226],
[56 , 66][119 120 222],
[56 , 67][116 115 223],
[56 , 68][85 73 203],
[56 , 69][112 93 223],
[56 , 70][106 91 225],
[56 , 71][93 85 218],
[56 , 72][125 126 224],
[56 , 73][137 140 232],
[56 , 74][138 141 232],
[56 , 75][133 137 225],
[56 , 76][123 124 220],
[56 , 77][113 110 219],
[56 , 78][111 114 217],
[56 , 79][117 122 221],
[56 , 80][122 127 226],
[56 , 81][118 122 226],
[56 , 82][116 120 225],
[56 , 83][115 120 223],
[56 , 84][113 116 223],
[56 , 85][112 114 224],
[56 , 86][110 112 222],
[56 , 87][106 108 222],
[56 , 88][103 106 222],
[56 , 89][103 106 222],
[56 , 90][101 106 221],
[56 , 91][95 105 220],
[56 , 92][94 104 219],
[56 , 93][94 105 219],
[56 , 94][97 108 220],
[56 , 95][99 110 222],
[56 , 96][100 112 223],
[56 , 97][104 117 224],
[56 , 98][104 116 224],
[56 , 99][103 116 223],


[57 , 0][98 95 204],
[57 , 1][98 95 204],
[57 , 2][98 95 204],
[57 , 3][94 96 204],
[57 , 4][93 96 204],
[57 , 5][93 96 204],
[57 , 6][91 92 205],
[57 , 7][90 91 205],
[57 , 8][93 94 208],
[57 , 9][94 93 204],
[57 , 10][95 92 200],
[57 , 11][93 90 200],
[57 , 12][91 87 194],
[57 , 13][80 70 178],
[57 , 14][96 84 166],
[57 , 15][212 216 241],
[57 , 16][211 231 233],
[57 , 17][195 211 225],
[57 , 18][194 207 228],
[57 , 19][190 200 228],
[57 , 20][191 202 229],
[57 , 21][187 198 225],
[57 , 22][184 195 222],
[57 , 23][185 196 223],
[57 , 24][182 192 220],
[57 , 25][182 188 227],
[57 , 26][165 171 211],
[57 , 27][163 170 208],
[57 , 28][166 174 211],
[57 , 29][174 179 222],
[57 , 30][164 166 219],
[57 , 31][158 156 222],
[57 , 32][147 143 213],
[57 , 33][137 135 205],
[57 , 34][138 128 191],
[57 , 35][153 142 197],
[57 , 36][150 158 211],
[57 , 37][163 177 226],
[57 , 38][157 167 213],
[57 , 39][156 166 214],
[57 , 40][157 167 212],
[57 , 41][151 163 203],
[57 , 42][156 165 214],
[57 , 43][144 150 216],
[57 , 44][131 136 222],
[57 , 45][140 146 230],
[57 , 46][146 152 234],
[57 , 47][155 158 236],
[57 , 48][150 150 237],
[57 , 49][99 96 193],
[57 , 50][94 90 205],
[57 , 51][99 96 212],
[57 , 52][87 83 198],
[57 , 53][89 82 204],
[57 , 54][98 90 217],
[57 , 55][104 96 222],
[57 , 56][106 99 220],
[57 , 57][111 104 224],
[57 , 58][110 104 223],
[57 , 59][105 97 219],
[57 , 60][100 92 216],
[57 , 61][105 97 221],
[57 , 62][103 96 217],
[57 , 63][78 68 198],
[57 , 64][103 94 222],
[57 , 65][113 114 212],
[57 , 66][126 130 217],
[57 , 67][119 120 220],
[57 , 68][78 63 194],
[57 , 69][135 111 232],
[57 , 70][125 108 238],
[57 , 71][94 83 217],
[57 , 72][129 131 227],
[57 , 73][140 142 235],
[57 , 74][134 136 229],
[57 , 75][130 135 220],
[57 , 76][127 131 221],
[57 , 77][117 118 215],
[57 , 78][119 126 219],
[57 , 79][124 134 224],
[57 , 80][127 136 226],
[57 , 81][125 132 227],
[57 , 82][124 130 228],
[57 , 83][120 128 223],
[57 , 84][119 124 224],
[57 , 85][117 120 225],
[57 , 86][113 119 222],
[57 , 87][112 115 223],
[57 , 88][111 112 224],
[57 , 89][112 112 224],
[57 , 90][108 111 223],
[57 , 91][99 110 222],
[57 , 92][95 106 218],
[57 , 93][95 106 218],
[57 , 94][98 109 221],
[57 , 95][97 108 220],
[57 , 96][96 108 219],
[57 , 97][103 116 222],
[57 , 98][104 117 223],
[57 , 99][104 117 223],


[58 , 0][98 95 205],
[58 , 1][98 95 205],
[58 , 2][98 95 205],
[58 , 3][94 96 204],
[58 , 4][92 96 204],
[58 , 5][92 96 204],
[58 , 6][90 92 205],
[58 , 7][90 91 205],
[58 , 8][93 94 209],
[58 , 9][94 93 205],
[58 , 10][95 92 200],
[58 , 11][92 90 198],
[58 , 12][91 87 196],
[58 , 13][91 78 196],
[58 , 14][83 62 169],
[58 , 15][107 98 159],
[58 , 16][177 187 219],
[58 , 17][210 224 245],
[58 , 18][199 214 230],
[58 , 19][190 201 229],
[58 , 20][191 202 229],
[58 , 21][187 198 225],
[58 , 22][188 199 226],
[58 , 23][184 196 222],
[58 , 24][186 196 224],
[58 , 25][174 181 220],
[58 , 26][160 167 207],
[58 , 27][168 175 215],
[58 , 28][171 178 216],
[58 , 29][172 177 221],
[58 , 30][162 164 217],
[58 , 31][153 151 217],
[58 , 32][148 145 214],
[58 , 33][135 131 201],
[58 , 34][150 152 214],
[58 , 35][150 159 212],
[58 , 36][169 177 231],
[58 , 37][159 168 219],
[58 , 38][160 170 217],
[58 , 39][160 170 217],
[58 , 40][158 168 215],
[58 , 41][152 160 212],
[58 , 42][144 150 211],
[58 , 43][143 147 217],
[58 , 44][145 154 229],
[58 , 45][149 158 232],
[58 , 46][149 158 233],
[58 , 47][143 156 234],
[58 , 48][141 153 238],
[58 , 49][126 133 230],
[58 , 50][115 110 226],
[58 , 51][110 104 221],
[58 , 52][103 98 213],
[58 , 53][97 89 213],
[58 , 54][97 89 216],
[58 , 55][96 88 213],
[58 , 56][97 87 216],
[58 , 57][98 88 219],
[58 , 58][97 88 218],
[58 , 59][93 85 212],
[58 , 60][93 85 209],
[58 , 61][100 93 218],
[58 , 62][100 95 209],
[58 , 63][69 63 181],
[58 , 64][107 101 219],
[58 , 65][140 146 229],
[58 , 66][162 174 238],
[58 , 67][129 132 226],
[58 , 68][83 68 200],
[58 , 69][144 124 234],
[58 , 70][129 116 236],
[58 , 71][98 92 216],
[58 , 72][127 128 224],
[58 , 73][139 141 234],
[58 , 74][138 140 233],
[58 , 75][127 130 221],
[58 , 76][133 138 223],
[58 , 77][135 143 218],
[58 , 78][138 149 228],
[58 , 79][138 149 231],
[58 , 80][133 145 226],
[58 , 81][128 138 223],
[58 , 82][127 137 225],
[58 , 83][124 135 221],
[58 , 84][122 131 222],
[58 , 85][120 127 223],
[58 , 86][117 126 220],
[58 , 87][115 122 220],
[58 , 88][114 119 221],
[58 , 89][115 120 222],
[58 , 90][112 119 223],
[58 , 91][103 114 227],
[58 , 92][98 109 222],
[58 , 93][97 108 220],
[58 , 94][98 109 221],
[58 , 95][98 109 221],
[58 , 96][98 109 219],
[58 , 97][99 112 218],
[58 , 98][105 118 224],
[58 , 99][107 120 226],


[59 , 0][99 93 199],
[59 , 1][99 93 199],
[59 , 2][100 94 200],
[59 , 3][99 95 201],
[59 , 4][99 96 202],
[59 , 5][99 96 202],
[59 , 6][95 94 203],
[59 , 7][94 93 204],
[59 , 8][94 93 204],
[59 , 9][96 92 203],
[59 , 10][98 91 201],
[59 , 11][95 88 198],
[59 , 12][94 87 196],
[59 , 13][95 81 198],
[59 , 14][91 74 187],
[59 , 15][73 57 159],
[59 , 16][70 57 146],
[59 , 17][154 154 202],
[59 , 18][209 221 239],
[59 , 19][195 210 227],
[59 , 20][192 205 226],
[59 , 21][189 201 225],
[59 , 22][190 201 228],
[59 , 23][188 199 226],
[59 , 24][188 198 226],
[59 , 25][178 186 221],
[59 , 26][181 189 225],
[59 , 27][175 183 219],
[59 , 28][175 183 220],
[59 , 29][168 173 218],
[59 , 30][158 160 213],
[59 , 31][151 151 215],
[59 , 32][139 140 206],
[59 , 33][151 151 218],
[59 , 34][147 156 211],
[59 , 35][169 185 228],
[59 , 36][173 184 230],
[59 , 37][165 175 221],
[59 , 38][163 173 220],
[59 , 39][155 165 212],
[59 , 40][148 158 205],
[59 , 41][151 160 211],
[59 , 42][150 155 216],
[59 , 43][157 163 229],
[59 , 44][158 170 234],
[59 , 45][159 172 235],
[59 , 46][158 171 235],
[59 , 47][147 162 233],
[59 , 48][142 153 234],
[59 , 49][134 142 232],
[59 , 50][129 130 227],
[59 , 51][124 123 227],
[59 , 52][122 118 231],
[59 , 53][123 117 225],
[59 , 54][118 110 222],
[59 , 55][112 102 221],
[59 , 56][106 93 221],
[59 , 57][103 88 219],
[59 , 58][104 90 220],
[59 , 59][103 89 217],
[59 , 60][99 87 212],
[59 , 61][97 85 210],
[59 , 62][98 88 212],
[59 , 63][78 70 194],
[59 , 64][102 98 212],
[59 , 65][152 157 241],
[59 , 66][171 185 243],
[59 , 67][148 154 239],
[59 , 68][98 87 212],
[59 , 69][155 142 243],
[59 , 70][125 114 223],
[59 , 71][110 104 216],
[59 , 72][121 128 232],
[59 , 73][125 130 230],
[59 , 74][127 129 226],
[59 , 75][117 121 215],
[59 , 76][147 162 228],
[59 , 77][152 172 224],
[59 , 78][148 171 229],
[59 , 79][143 165 230],
[59 , 80][135 156 224],
[59 , 81][133 147 226],
[59 , 82][131 143 225],
[59 , 83][129 141 223],
[59 , 84][128 139 224],
[59 , 85][126 136 225],
[59 , 86][122 132 221],
[59 , 87][120 128 221],
[59 , 88][120 127 224],
[59 , 89][117 123 220],
[59 , 90][112 121 220],
[59 , 91][105 118 225],
[59 , 92][103 116 222],
[59 , 93][99 111 220],
[59 , 94][98 108 223],
[59 , 95][98 108 223],
[59 , 96][98 108 223],
[59 , 97][100 112 219],
[59 , 98][105 118 223],
[59 , 99][107 120 226],


[60 , 0][99 90 193],
[60 , 1][99 89 193],
[60 , 2][98 88 192],
[60 , 3][100 90 194],
[60 , 4][102 92 196],
[60 , 5][102 93 196],
[60 , 6][97 92 199],
[60 , 7][94 90 199],
[60 , 8][91 87 196],
[60 , 9][95 87 197],
[60 , 10][98 87 197],
[60 , 11][95 84 194],
[60 , 12][93 82 192],
[60 , 13][92 82 191],
[60 , 14][86 77 186],
[60 , 15][83 68 183],
[60 , 16][80 54 168],
[60 , 17][62 44 134],
[60 , 18][124 120 175],
[60 , 19][205 219 238],
[60 , 20][198 212 230],
[60 , 21][194 208 226],
[60 , 22][188 199 226],
[60 , 23][188 199 226],
[60 , 24][187 198 225],
[60 , 25][182 191 223],
[60 , 26][185 194 226],
[60 , 27][179 188 221],
[60 , 28][173 181 217],
[60 , 29][163 169 213],
[60 , 30][163 165 218],
[60 , 31][146 152 209],
[60 , 32][139 146 204],
[60 , 33][157 163 222],
[60 , 34][163 173 220],
[60 , 35][177 190 226],
[60 , 36][172 186 222],
[60 , 37][167 178 220],
[60 , 38][160 169 217],
[60 , 39][153 163 210],
[60 , 40][154 164 209],
[60 , 41][151 163 207],
[60 , 42][163 170 225],
[60 , 43][169 176 237],
[60 , 44][166 180 238],
[60 , 45][166 180 237],
[60 , 46][165 180 237],
[60 , 47][162 175 236],
[60 , 48][159 168 239],
[60 , 49][156 163 242],
[60 , 50][152 160 238],
[60 , 51][153 163 235],
[60 , 52][166 178 243],
[60 , 53][185 195 246],
[60 , 54][182 189 243],
[60 , 55][177 181 245],
[60 , 56][168 170 239],
[60 , 57][161 163 231],
[60 , 58][151 154 221],
[60 , 59][142 139 224],
[60 , 60][135 126 229],
[60 , 61][129 121 220],
[60 , 62][115 105 223],
[60 , 63][88 83 201],
[60 , 64][134 141 219],
[60 , 65][164 179 237],
[60 , 66][165 176 242],
[60 , 67][143 149 231],
[60 , 68][81 74 192],
[60 , 69][125 116 220],
[60 , 70][120 110 214],
[60 , 71][126 118 221],
[60 , 72][120 121 228],
[60 , 73][117 114 213],
[60 , 74][102 91 184],
[60 , 75][96 87 171],
[60 , 76][162 175 221],
[60 , 77][165 191 232],
[60 , 78][150 182 229],
[60 , 79][142 174 225],
[60 , 80][136 165 226],
[60 , 81][139 156 230],
[60 , 82][137 150 227],
[60 , 83][135 149 225],
[60 , 84][134 146 226],
[60 , 85][132 143 227],
[60 , 86][127 139 222],
[60 , 87][125 135 222],
[60 , 88][126 135 227],
[60 , 89][121 130 221],
[60 , 90][116 127 219],
[60 , 91][108 124 220],
[60 , 92][108 124 219],
[60 , 93][103 118 218],
[60 , 94][102 112 224],
[60 , 95][102 112 224],
[60 , 96][102 112 224],
[60 , 97][101 114 220],
[60 , 98][104 117 223],
[60 , 99][107 120 226],


[61 , 0][90 80 184],
[61 , 1][90 81 185],
[61 , 2][91 82 186],
[61 , 3][93 84 188],
[61 , 4][97 88 192],
[61 , 5][99 90 194],
[61 , 6][92 88 196],
[61 , 7][88 86 195],
[61 , 8][85 83 192],
[61 , 9][90 83 193],
[61 , 10][94 83 193],
[61 , 11][91 80 190],
[61 , 12][89 78 188],
[61 , 13][87 76 186],
[61 , 14][85 75 184],
[61 , 15][83 69 180],
[61 , 16][90 65 177],
[61 , 17][77 56 158],
[61 , 18][58 47 126],
[61 , 19][145 153 192],
[61 , 20][212 224 249],
[61 , 21][201 218 230],
[61 , 22][194 205 232],
[61 , 23][188 198 226],
[61 , 24][189 200 227],
[61 , 25][185 194 227],
[61 , 26][185 195 228],
[61 , 27][178 187 220],
[61 , 28][166 174 210],
[61 , 29][158 164 208],
[61 , 30][157 159 213],
[61 , 31][144 151 202],
[61 , 32][156 165 213],
[61 , 33][163 171 220],
[61 , 34][176 187 231],
[61 , 35][172 185 222],
[61 , 36][169 183 220],
[61 , 37][165 177 219],
[61 , 38][159 168 216],
[61 , 39][157 167 215],
[61 , 40][160 170 217],
[61 , 41][166 176 221],
[61 , 42][177 184 239],
[61 , 43][174 182 243],
[61 , 44][169 183 241],
[61 , 45][171 184 243],
[61 , 46][169 183 241],
[61 , 47][165 181 233],
[61 , 48][162 175 235],
[61 , 49][163 173 243],
[61 , 50][169 180 249],
[61 , 51][183 198 255],
[61 , 52][171 190 241],
[61 , 53][164 175 228],
[61 , 54][183 193 240],
[61 , 55][189 202 241],
[61 , 56][194 207 243],
[61 , 57][195 208 243],
[61 , 58][196 210 244],
[61 , 59][195 207 247],
[61 , 60][194 204 249],
[61 , 61][187 198 240],
[61 , 62][173 179 246],
[61 , 63][143 149 234],
[61 , 64][153 167 226],
[61 , 65][162 178 229],
[61 , 66][166 179 241],
